HID,I001,I002,I003,I004,I005,I006,I007,I008,I009,I010
65583,10,1,10,10,4,8,1,10,10,2
65584,4,7,10,2,1,5,2,6,8,1
65585,3,3,4,4,3,3,3,10,7,7
65586,4,3,5,5,5,10,10,2,10,10
65587,1,10,4,1,1,8,2,10,4,2
65588,4,6,9,7,4,5,4,3,10,5
65589,1,9,10,5,8,3,2,9,8,5
65590,6,3,4,9,8,4,9,10,2,10
65591,3,5,2,3,4,10,8,1,8,7
65655,4,4,4,5,10,2,3,2,7,9
65656,9,6,6,6,9,6,7,2,2,1
65657,6,8,10,6,10,7,9,9,9,5
65658,5,8,6,4,2,5,8,8,3,1
65659,5,6,5,4,6,6,10,1,10,7
65660,2,7,3,9,5,1,1,2,10,6
65661,1,7,10,5,1,7,7,9,3,3
65662,6,8,3,7,6,3,2,8,3,8
65663,7,7,7,10,6,7,4,7,4,2
65664,4,10,7,5,3,7,6,9,2,6
65665,4,7,9,8,8,8,1,2,9,7
65666,5,7,6,4,4,3,4,3,1,9
65667,9,3,6,6,9,2,2,4,5,2
65668,4,7,6,6,1,5,9,3,1,5
65669,9,3,3,7,1,10,4,5,3,6
65670,4,10,9,1,6,10,1,1,4,9
65671,9,10,5,2,3,6,9,7,4,1
65672,6,5,4,2,4,1,4,7,3,4
65736,6,5,5,5,4,5,1,9,8,3
65737,9,5,1,3,7,6,6,2,1,10
65738,3,8,4,7,2,3,6,9,3,7
65739,2,4,8,9,8,7,3,3,8,5
65740,7,8,2,1,2,4,5,3,6,1
65741,10,10,1,7,5,4,6,9,7,6
65742,7,2,2,6,7,1,1,10,7,1
65743,3,6,9,3,2,9,5,8,3,7
65744,5,5,8,7,2,6,7,6,2,4
65745,4,1,10,9,9,1,6,6,8,5
65746,9,10,5,6,6,8,10,6,9,2
65747,3,1,9,4,2,5,5,4,1,5
65748,3,2,1,6,5,4,3,7,7,7
65749,4,1,1,10,8,1,1,8,3,1
65750,6,3,4,4,1,2,3,8,3,5
65751,4,5,9,3,2,3,5,6,5,4
65752,3,9,1,2,7,2,10,4,10,1
65753,6,2,4,7,6,3,6,1,10,5
65817,9,9,1,4,8,7,10,3,1,5
65818,10,1,10,7,6,3,4,7,2,9
65819,9,7,7,8,7,5,1,4,2,5
65820,1,4,2,10,4,1,6,1,6,7
65821,3,4,5,4,3,4,9,10,6,9
65822,9,8,10,1,2,1,1,4,7,5
65823,6,10,2,4,7,7,6,5,6,1
65824,2,1,5,8,3,4,10,10,6,7
65825,9,2,8,1,3,7,10,7,3,6
65826,3,9,1,6,10,5,5,6,2,3
65827,9,4,8,4,5,6,7,2,7,1
65828,7,3,8,7,3,6,4,2,9,3
65829,5,7,6,5,5,5,7,2,10,5
65830,4,7,2,3,2,2,2,6,2,6
65831,9,5,5,9,1,10,7,5,9,1
65832,6,3,9,9,4,6,5,3,9,9
65833,3,4,2,1,2,10,5,4,9,1
65834,9,3,8,7,7,3,8,3,9,10
65899,7,2,10,7,3,3,2,8,10,3
65900,1,4,9,10,5,2,2,1,2,4
65901,4,7,7,6,6,3,2,1,6,8
65902,7,8,5,1,1,10,5,3,3,10
65903,7,1,3,6,7,10,9,5,1,6
65904,8,2,2,3,7,9,2,8,6,8
65905,6,6,7,8,9,4,3,4,8,6
65906,6,6,6,7,8,7,8,4,10,7
65907,7,10,5,2,4,2,5,3,6,9
65908,6,1,8,3,2,9,4,5,4,7
65909,9,2,3,9,4,3,7,9,4,4
65910,2,10,7,4,4,9,4,7,6,9
65911,6,8,9,1,10,1,9,6,2,2
65912,5,1,4,1,8,8,8,4,3,6
65913,2,7,9,5,4,9,10,1,5,3
65914,5,3,6,6,2,8,5,9,10,7
65915,7,10,1,4,4,2,10,2,4,9
65916,2,9,10,10,1,10,2,6,5,3
65979,10,3,3,7,1,7,8,8,4,9
65980,10,3,3,3,7,10,10,8,6,6
65981,5,8,10,7,1,1,8,5,1,6
65982,6,7,6,2,7,10,9,5,2,2
65983,6,5,10,7,3,9,6,1,7,7
65984,8,1,9,3,2,2,8,9,6,3
65985,5,1,2,3,1,5,1,2,7,2
65986,2,7,10,1,6,10,2,4,9,8
65987,5,9,4,6,6,1,5,9,6,1
65988,4,5,2,9,9,5,1,8,6,3
65989,5,9,7,10,8,6,5,1,3,8
65990,3,1,6,5,4,6,7,5,1,4
65991,8,2,6,9,3,1,2,1,7,7
65992,1,10,10,5,7,5,4,10,2,7
65993,7,3,7,3,1,3,2,1,2,2
65994,10,10,8,5,9,10,1,9,1,6
65995,1,4,10,6,6,10,5,8,4,10
65996,6,1,10,10,3,10,10,10,9,6
66060,1,2,1,3,6,6,9,7,3,1
66061,3,5,2,4,3,6,7,9,3,4
66062,1,6,7,9,8,7,3,9,8,5
66063,1,7,2,5,3,7,2,9,4,8
66064,9,4,1,9,9,1,7,1,8,1
66065,1,10,10,5,4,9,6,9,7,7
66066,7,7,9,8,4,10,3,2,9,8
66067,3,2,4,3,5,7,4,2,5,3
66068,5,4,2,6,6,3,2,8,3,3
66069,6,1,3,1,6,4,1,2,4,3
66070,2,8,10,2,8,6,3,4,7,10
66071,5,7,8,6,10,5,1,3,1,8
66072,7,5,9,5,9,8,3,3,1,2
66073,6,4,4,2,7,10,8,2,3,4
66074,7,10,4,5,10,2,6,2,5,3
66075,6,7,6,6,6,10,10,9,5,7
66076,5,5,9,6,5,6,1,3,6,10
66077,8,5,9,1,9,7,6,2,5,7
66142,10,8,3,4,6,7,5,6,4,8
66143,2,6,2,2,3,1,4,1,4,4
66144,4,1,8,3,7,10,2,9,8,5
66145,5,2,9,1,7,2,8,8,1,10
66146,2,6,5,6,5,2,4,4,9,1
66147,4,8,8,5,2,8,5,10,3,4
66148,7,4,10,2,6,7,1,3,4,6
66149,4,3,6,4,2,5,2,4,7,3
66150,6,2,3,1,6,8,6,4,5,9
66151,4,10,1,2,7,6,7,5,2,9
66152,1,7,7,6,2,2,8,8,10,2
66153,1,6,7,10,8,7,5,6,5,6
66154,1,2,10,9,7,1,7,6,7,7
66155,4,7,8,10,10,2,2,3,10,10
66156,10,10,2,1,6,8,3,9,7,3
66157,8,8,8,4,1,9,9,3,8,3
66158,5,9,8,4,8,4,2,3,3,7
66222,10,4,2,8,7,4,9,6,6,1
66223,8,1,4,10,2,2,8,8,3,9
66224,4,3,7,7,1,10,7,10,10,10
66225,6,1,3,9,6,8,10,9,9,1
66226,3,5,3,2,9,2,8,6,5,5
66227,2,8,3,8,1,10,9,9,8,9
66228,1,9,6,4,8,2,9,1,2,3
66229,6,10,8,3,7,7,8,2,9,1
66230,1,7,8,9,7,6,7,7,10,2
66231,8,2,4,3,5,2,10,6,8,6
66232,3,4,9,7,7,7,2,9,8,3
66233,2,8,1,10,2,7,6,5,2,8
66234,1,1,7,1,3,2,3,2,1,9
66235,3,2,4,8,9,10,10,5,8,1
66236,9,8,2,8,1,4,5,9,7,8
66237,9,8,5,8,9,5,1,6,7,10
66238,2,10,9,7,5,2,4,2,9,7
66304,1,5,5,9,10,4,5,2,10,8
66305,9,3,1,3,8,5,4,1,5,7
66306,2,3,8,8,8,2,4,4,6,2
66307,6,7,4,8,4,8,5,8,8,7
66308,1,2,7,2,4,5,7,8,7,3
66309,8,6,1,8,10,10,8,9,7,9
66310,6,4,8,7,10,2,1,9,8,5
66311,8,7,7,4,5,1,7,7,4,7
66312,10,4,3,4,4,10,9,8,6,7
66313,5,9,9,8,2,5,7,7,10,9
66314,3,4,4,9,1,3,1,5,3,5
66315,8,5,3,8,1,7,4,10,4,7
66316,10,6,2,9,1,9,5,1,2,8
66317,10,8,9,1,9,9,5,8,10,3
66318,8,4,1,3,6,7,9,8,6,1
66319,4,1,2,8,1,9,3,6,7,5
66385,4,9,1,10,10,8,2,9,9,6
66386,5,7,3,3,9,6,4,2,9,4
66387,4,10,7,2,5,7,1,4,9,9
66388,8,4,8,9,6,9,9,4,6,2
66389,8,1,10,4,10,9,4,10,10,6
66390,10,4,8,3,6,8,3,10,9,7
66391,9,8,1,2,6,8,7,5,4,8
66392,3,1,1,8,9,2,2,8,5,5
66393,7,10,9,4,9,2,8,3,4,7
66394,6,3,6,8,4,2,8,2,1,4
66395,9,2,2,3,4,2,3,8,8,7
66396,1,4,2,6,1,9,9,4,10,3
66397,2,3,10,3,8,10,2,8,3,4
66398,9,1,3,1,6,6,8,1,6,10
66399,6,5,10,8,8,1,3,3,4,2
66400,5,1,7,8,1,3,8,7,4,9
66466,10,7,3,1,1,7,9,3,6,7
66467,6,9,6,1,1,2,10,2,9,7
66468,3,3,9,2,1,7,5,3,8,10
66469,10,10,2,10,1,8,9,8,9,6
66470,1,1,7,8,6,8,8,9,4,10
66471,6,8,5,2,2,3,7,3,2,6
66472,3,6,8,2,10,4,1,3,4,4
66473,3,8,2,9,8,2,4,2,10,1
66474,2,10,7,1,10,4,9,1,2,10
66475,7,8,8,3,3,4,6,1,1,3
66476,10,2,3,3,8,10,2,2,9,4
66477,8,4,5,4,5,7,9,4,2,2
66478,1,10,3,8,5,6,4,8,6,1
66479,7,10,9,4,1,5,3,3,3,3
66480,10,9,1,9,9,2,8,3,7,10
66481,10,9,4,7,8,10,6,8,7,7
66547,1,8,4,1,1,10,3,10,3,5
66548,10,10,4,8,6,2,3,9,10,1
66549,3,5,5,10,3,6,2,9,3,9
66550,4,3,8,1,3,4,6,2,6,4
66551,6,7,4,6,4,3,8,5,4,3
66552,8,4,6,10,1,1,3,5,10,2
66553,7,3,1,6,9,1,5,9,10,10
66554,3,5,2,8,5,6,10,3,8,4
66555,6,4,9,9,5,2,7,3,3,3
66556,6,2,5,3,10,2,1,2,6,1
66557,4,5,6,2,1,1,6,1,9,6
66558,10,8,5,3,10,5,4,7,10,4
66559,10,8,5,9,10,4,8,1,1,10
66560,2,2,10,1,4,8,6,9,4,6
66561,3,8,2,7,5,2,1,2,3,3
66562,7,1,2,7,3,10,1,3,1,5
66628,6,4,5,9,10,9,8,6,4,3
66629,9,3,1,8,2,9,4,2,3,6
66630,2,5,4,10,8,5,9,4,1,6
66631,9,8,5,1,2,10,3,10,1,1
66632,5,3,9,7,5,4,3,3,10,5
66633,3,1,10,6,7,10,1,6,4,2
66634,10,7,9,5,7,2,2,2,10,1
66635,4,4,9,10,7,6,2,7,4,6
66636,4,10,7,8,3,1,3,8,1,9
66637,8,8,3,3,2,5,5,3,3,5
66638,9,6,8,2,10,8,6,9,3,4
66639,10,8,7,9,4,5,8,6,10,7
66640,8,9,3,10,10,4,1,3,1,10
66641,7,2,2,4,3,9,8,3,10,4
66642,8,2,4,4,6,7,8,2,5,10
66643,9,3,8,1,10,2,8,8,5,4
66644,10,4,3,7,2,10,9,5,1,9
66709,2,4,1,4,1,10,9,2,10,9
66710,4,5,4,3,10,7,2,7,3,8
66711,5,10,7,2,8,10,5,6,5,9
66712,3,9,9,2,5,10,7,3,2,8
66713,8,8,10,3,2,1,10,6,7,7
66714,8,1,5,7,2,6,10,5,8,2
66715,9,9,6,2,2,1,1,7,6,8
66716,5,7,4,3,6,1,6,1,8,2
66717,5,4,5,7,3,2,6,3,4,6
66718,5,10,5,5,5,8,2,6,9,4
66719,1,10,9,9,8,10,3,5,3,5
66720,3,1,4,5,5,10,9,8,7,7
66721,8,2,8,6,3,5,2,2,3,7
66722,7,5,2,8,10,9,6,7,2,5
66723,6,9,10,10,6,3,10,4,8,3
66724,8,6,1,10,10,3,8,2,4,6
66790,8,2,4,9,2,8,7,3,4,7
66791,4,2,10,1,9,1,9,4,9,9
66792,4,10,8,9,6,6,1,1,5,5
66793,4,9,4,7,3,5,7,10,3,2
66794,4,8,9,6,8,3,8,9,2,1
66795,5,8,7,8,4,8,1,3,5,6
66796,9,4,2,1,9,6,10,9,10,7
66797,1,8,7,6,9,7,3,1,9,10
66798,6,3,10,7,2,6,6,2,1,2
66799,3,3,6,3,4,3,5,10,1,8
66800,4,6,1,9,10,5,6,5,4,9
66801,4,7,4,1,4,1,3,6,2,9
66802,1,10,6,7,10,7,6,2,9,10
66803,2,3,4,3,9,6,6,3,7,7
66804,8,6,9,9,5,9,10,10,4,3
66805,1,8,6,1,4,4,7,6,6,2
66806,3,3,3,6,2,5,5,1,9,3
66872,3,1,2,5,6,2,10,9,9,7
66873,7,4,5,8,10,6,10,3,2,9
66874,6,9,6,3,2,10,10,6,3,6
66875,6,6,3,5,7,4,3,8,6,1
66876,8,10,7,7,1,10,2,10,7,4
66877,5,2,4,4,4,1,10,10,8,2
66878,4,9,3,4,6,6,10,9,4,7
66879,7,7,2,10,2,7,1,4,10,1
66880,6,8,2,6,8,5,1,7,8,5
66881,6,4,9,2,2,10,9,1,7,5
66882,10,6,10,10,6,7,2,8,5,8
66883,2,5,1,3,9,8,10,7,6,2
66884,2,2,7,9,1,2,1,6,3,9
66885,6,2,4,8,10,7,1,2,5,1
66886,3,9,1,9,4,3,6,10,5,2
66887,9,6,3,3,1,3,4,5,2,1
66953,4,7,9,7,1,6,7,1,7,2
66954,1,6,9,7,8,5,2,7,2,8
66955,1,8,9,8,3,6,10,9,6,7
66956,8,4,8,6,10,4,1,5,8,10
66957,10,5,5,8,10,2,5,2,6,8
66958,2,9,4,6,7,7,3,1,6,5
66959,6,10,10,8,10,6,9,5,8,1
66960,6,1,5,1,8,5,6,2,9,6
66961,7,3,6,2,6,6,2,4,10,10
66962,2,4,7,9,9,9,4,3,8,1
66963,6,1,7,9,5,2,5,2,5,2
66964,7,6,3,10,8,4,3,1,3,7
66965,1,10,3,6,7,5,8,9,8,1
66966,5,1,1,8,9,2,10,1,4,3
66967,4,3,3,8,7,9,6,6,5,5
67034,2,9,4,5,1,9,2,3,3,6
67035,6,1,10,6,8,1,6,5,8,1
67036,9,6,3,7,10,9,8,7,8,10
67037,10,6,10,3,10,8,5,5,1,5
67038,8,5,4,9,6,2,4,2,1,1
67039,5,8,2,3,5,2,5,4,10,7
67040,7,2,4,5,8,10,2,1,6,4
67041,3,5,10,4,6,1,2,8,7,10
67042,2,6,9,8,3,7,8,6,9,10
67043,1,7,3,3,4,9,9,6,8,9
67044,4,1,7,3,3,9,7,1,10,7
67045,4,5,1,4,10,4,9,8,1,9
67046,10,9,4,8,3,1,6,9,4,10
67047,3,7,6,3,3,2,2,1,4,8
67048,2,10,6,9,3,3,7,6,7,4
67116,9,9,6,10,9,4,6,2,8,4
67117,10,1,5,1,10,4,3,5,2,4
67118,2,1,5,7,8,6,10,6,1,6
67119,5,10,4,1,8,8,5,9,9,4
67120,1,10,6,6,9,7,9,1,3,8
67121,5,1,4,10,4,8,4,4,3,10
67122,4,1,10,6,10,5,8,7,8,7
67123,10,1,4,4,2,9,5,2,7,8
67124,1,6,10,10,9,4,2,2,10,4
67125,4,10,7,3,7,1,5,9,9,3
67126,6,8,2,6,5,10,4,6,8,7
67127,6,5,7,8,8,7,2,3,10,7
67128,10,9,6,7,4,4,3,4,6,1
67129,8,2,2,10,6,10,5,6,6,2
67130,4,4,1,2,3,7,9,7,6,7
67196,1,8,7,3,8,5,6,2,8,6
67197,6,5,2,5,7,1,2,5,2,2
67198,2,10,1,2,5,9,3,9,10,8
67199,5,1,2,3,3,1,9,4,7,5
67200,1,10,7,8,2,10,6,9,2,8
67201,1,7,5,4,1,10,3,2,5,3
67202,1,8,7,6,5,9,2,7,7,7
67203,7,4,10,6,3,6,1,8,3,3
67204,4,5,8,2,2,9,8,3,8,9
67205,3,8,5,6,3,10,5,10,9,4
67206,7,5,8,2,7,6,9,2,1,2
67207,8,10,7,5,8,2,8,3,10,8
67208,6,3,9,1,9,9,2,6,5,1
67209,3,3,1,5,3,8,6,8,1,3
67210,5,7,2,10,10,9,7,6,2,8
67278,2,6,6,8,2,6,4,4,9,9
67279,8,2,10,10,8,2,3,4,2,9
67280,9,1,7,1,6,6,7,6,2,7
67281,2,3,2,9,9,7,2,7,2,4
67282,5,1,8,8,3,9,8,9,5,7
67283,5,5,7,8,4,10,6,2,3,5
67284,9,3,4,8,8,4,7,10,7,5
67285,7,7,5,8,3,5,4,7,4,9
67286,4,1,5,2,2,4,8,7,2,6
67287,6,9,6,9,9,4,8,2,4,1
67288,2,5,5,8,1,9,1,1,7,5
67289,5,2,10,1,1,2,1,1,9,1
67290,5,8,6,7,4,3,7,10,4,7
67291,6,5,3,4,4,7,6,7,7,5
67359,8,7,3,3,5,4,5,4,6,4
67360,4,1,4,7,4,1,10,8,9,4
67361,4,10,2,1,8,9,7,4,10,2
67362,10,10,6,6,10,8,8,4,2,2
67363,10,3,4,8,4,2,1,5,2,8
67364,10,7,4,1,6,8,5,4,5,4
67365,4,10,1,6,5,5,7,3,4,6
67366,8,7,4,1,9,4,3,2,3,3
67367,8,8,9,9,2,5,1,5,3,7
67368,5,2,2,10,7,1,8,2,4,6
67369,2,10,7,2,3,10,4,7,1,1
67370,4,2,5,6,7,2,6,6,5,4
67371,3,2,6,9,1,6,6,10,5,9
67372,7,6,8,9,4,1,7,6,6,6
67373,8,4,4,8,3,8,2,7,3,7
67440,2,3,10,10,1,8,7,7,2,4
67441,8,10,3,9,8,1,8,10,6,1
67442,5,1,9,4,10,8,10,1,4,1
67443,5,4,6,8,7,1,8,2,7,9
67444,9,4,2,10,9,5,9,7,6,4
67445,7,3,7,6,3,4,8,10,9,4
67446,10,2,1,9,8,9,9,4,5,3
67447,10,8,7,7,7,8,3,9,5,6
67448,5,4,4,4,8,2,4,8,10,10
67449,4,4,7,3,2,4,10,3,2,2
67450,4,3,2,7,7,9,7,10,5,10
67451,3,6,7,3,7,4,6,1,1,2
67452,9,6,3,8,10,9,3,3,4,5
67453,1,10,10,6,8,8,9,7,3,4
67454,10,4,8,2,1,10,1,4,9,3
67521,10,3,8,9,3,1,2,1,1,2
67522,7,3,3,1,4,6,10,3,2,10
67523,1,3,9,8,3,6,6,1,3,4
67524,2,1,2,9,10,7,9,3,6,9
67525,8,1,6,9,10,2,4,1,2,4
67526,10,2,5,8,2,1,6,10,1,4
67527,7,3,9,4,6,2,6,1,8,6
67528,9,9,4,5,2,9,2,4,5,3
67529,2,6,4,7,3,10,4,10,6,8
67530,9,2,3,7,7,4,2,6,1,7
67531,8,5,10,10,4,2,4,7,4,9
67532,2,6,7,9,4,6,8,5,4,9
67533,4,5,7,3,3,2,8,6,9,6
67534,5,2,4,10,1,10,10,9,3,4
67535,10,9,6,4,1,1,10,1,7,3
67536,9,1,5,3,2,5,7,4,3,9
67603,9,4,1,4,7,9,1,5,1,1
67604,6,3,10,7,7,8,1,10,3,4
67605,1,9,10,5,4,1,9,7,4,9
67606,7,1,3,6,2,7,5,2,7,1
67607,5,3,7,4,1,7,2,2,8,8
67608,2,5,9,7,9,7,9,7,10,7
67609,1,6,5,6,4,9,9,1,3,3
67610,5,7,10,6,7,3,5,3,9,5
67611,9,5,8,7,6,2,5,2,5,3
67612,10,1,5,3,5,3,7,4,10,1
67613,2,3,2,6,9,10,2,2,1,5
67614,3,3,6,10,1,2,4,10,8,10
67615,5,4,7,6,1,2,6,3,3,7
67616,6,2,9,1,6,3,9,7,3,5
67617,10,3,4,3,2,4,5,6,1,3
67618,7,7,6,6,1,4,4,9,6,6
67683,6,8,5,6,4,2,5,9,8,2
67684,8,10,3,9,9,7,3,1,7,7
67685,1,3,10,6,9,3,10,7,3,5
67686,4,6,6,3,6,3,2,3,3,10
67687,2,1,10,8,6,7,2,3,8,4
67688,2,3,8,5,3,2,6,7,7,6
67689,3,10,10,9,7,6,3,7,5,10
67690,9,7,7,3,8,9,10,7,4,6
67691,8,6,8,9,3,5,7,8,4,6
67692,9,1,9,5,8,3,1,2,9,5
67693,2,3,6,1,4,3,8,6,7,8
67694,4,8,6,8,1,2,8,10,9,1
67695,10,3,8,3,8,1,6,5,10,4
67696,1,5,10,8,1,1,5,6,5,2
67697,10,5,9,6,10,4,10,6,10,1
67698,3,10,1,8,10,10,6,4,1,10
67699,3,8,7,4,1,10,8,3,9,1
67765,9,9,10,9,9,1,10,1,3,2
67766,5,9,4,7,3,3,7,6,2,6
67767,9,6,6,3,10,3,1,1,7,6
67768,8,10,3,5,9,8,7,3,1,7
67769,2,7,9,7,3,3,2,7,7,3
67770,6,4,6,7,3,7,4,6,2,5
67771,3,5,6,3,1,1,5,6,10,9
67772,3,9,6,4,5,3,10,2,6,4
67773,2,6,9,1,4,1,8,4,6,8
67774,10,1,4,1,10,6,9,9,3,10
67775,6,6,2,6,1,7,10,8,9,10
67776,8,9,9,4,8,4,8,5,6,6
67777,8,6,3,2,9,8,1,3,1,3
67778,9,1,3,7,9,3,9,5,10,3
67779,10,6,5,2,8,1,4,1,1,10
67780,8,6,5,3,5,7,3,2,2,3
67781,5,1,2,2,9,9,5,7,8,7
67846,1,6,3,5,3,9,8,3,9,8
67847,2,1,8,10,5,8,7,10,4,6
67848,6,7,5,6,10,6,4,3,8,3
67849,6,2,10,8,3,2,6,8,6,4
67850,10,1,5,9,5,2,3,4,1,9
67851,4,9,1,3,8,6,1,7,6,4
67852,5,2,1,1,9,10,1,7,8,3
67853,5,4,5,5,1,3,8,4,2,2
67854,7,5,6,7,2,2,4,1,7,8
67855,5,9,2,3,2,3,9,9,8,5
67856,2,1,9,8,4,7,5,4,7,2
67857,1,1,4,3,8,2,3,3,2,10
67858,1,9,3,7,4,5,2,9,2,4
67859,7,3,3,8,1,2,7,9,9,9
67860,4,9,3,6,10,2,6,2,7,5
67861,10,2,9,6,4,3,9,10,8,3
67862,9,2,4,3,5,10,5,6,6,7
67863,9,3,6,4,8,10,3,10,5,10
67927,5,3,8,3,9,7,3,9,2,8
67928,3,1,8,4,9,6,3,4,10,4
67929,2,6,7,7,6,6,8,10,7,7
67930,9,1,5,4,3,8,10,1,1,3
67931,5,7,5,4,8,4,3,6,3,9
67932,9,4,3,6,7,3,8,7,9,2
67933,9,9,1,1,3,9,10,8,4,8
67934,5,3,8,3,5,4,8,3,3,6
67935,5,7,4,1,10,5,3,1,7,5
67936,8,10,8,5,2,7,8,6,6,3
67937,2,8,4,8,8,5,8,7,4,10
67938,10,10,9,2,6,5,10,2,2,10
67939,4,3,2,8,2,4,1,10,6,10
67940,9,8,6,10,10,10,5,1,7,1
67941,9,3,8,8,1,6,5,3,8,3
67942,6,2,9,3,4,3,6,4,8,1
67943,1,8,4,7,9,10,5,9,8,8
68008,4,3,6,7,3,8,4,5,4,7
68009,5,1,5,9,3,10,2,4,9,8
68010,7,8,3,6,8,3,8,1,7,3
68011,4,1,9,3,2,7,6,9,8,6
68012,3,9,9,6,1,9,2,3,6,1
68013,3,5,8,1,10,2,8,2,1,7
68014,3,6,7,5,6,10,10,6,4,2
68015,4,4,3,10,6,10,3,2,6,5
68016,8,8,10,1,5,1,3,6,1,7
68017,10,3,4,6,7,6,2,7,8,5
68018,9,4,2,3,3,1,8,2,10,3
68019,9,2,2,7,3,9,3,2,10,3
68020,1,3,2,9,2,7,6,8,9,6
68021,4,3,3,7,7,4,4,4,8,6
68022,6,6,8,7,3,1,9,3,9,10
68023,10,4,1,5,4,8,3,2,1,2
68024,2,5,2,1,6,1,9,6,5,10
68025,2,4,5,1,7,3,3,4,10,9
68090,10,1,1,1,5,5,4,4,6,5
68091,3,3,6,5,9,4,6,5,2,8
68092,7,4,5,5,4,9,8,10,3,5
68093,3,10,6,3,3,3,6,6,10,9
68094,3,1,7,6,1,3,1,6,4,3
68095,1,7,9,8,4,8,2,2,8,1
68096,1,7,6,10,6,6,9,5,2,10
68097,7,10,3,1,4,5,6,6,4,3
68098,4,4,8,8,1,1,4,8,8,3
68099,7,7,6,1,4,8,2,4,5,4
68100,6,3,1,5,7,8,2,4,6,6
68101,9,8,5,1,8,10,8,3,7,4
68102,2,9,8,10,7,4,4,9,5,5
68103,2,8,3,7,6,1,1,7,8,9
68104,10,3,10,4,10,6,3,4,6,4
68105,6,5,9,1,9,4,10,5,9,4
68106,8,10,7,7,10,1,1,3,6,9
68170,6,2,7,5,3,6,1,10,6,7
68171,6,1,3,2,4,6,1,2,3,2
68172,8,1,6,8,10,8,9,4,1,6
68173,9,7,1,9,6,3,5,6,4,9
68174,1,4,4,10,9,4,4,3,4,6
68175,9,9,5,6,9,8,5,9,5,3
68176,4,6,4,3,4,9,1,7,9,5
68177,4,7,4,6,8,3,6,8,4,5
68178,6,10,4,5,2,1,7,9,2,10
68179,10,4,3,4,9,4,3,5,3,4
68180,5,8,6,7,4,2,6,1,8,2
68181,9,2,6,10,10,6,6,4,10,10
68182,8,1,7,5,4,6,9,8,6,6
68183,7,5,5,10,7,7,10,6,6,8
68184,4,3,9,10,1,1,1,8,9,9
68185,8,5,8,2,9,4,9,3,9,4
68186,7,7,1,10,5,2,3,2,3,6
68187,6,6,6,9,6,4,10,8,1,5
68251,2,4,4,10,5,5,7,10,10,8
68252,4,3,4,4,10,3,5,7,8,8
68253,5,10,9,9,7,4,2,1,1,3
68254,1,6,1,2,10,9,8,10,7,2
68255,6,10,1,6,2,2,10,6,7,10
68256,9,7,10,2,9,6,1,3,10,5
68257,7,10,6,5,4,7,6,8,6,2
68258,1,5,4,6,2,7,6,10,3,1
68259,6,5,5,6,7,8,8,7,9,5
68260,5,9,1,2,10,3,1,10,8,7
68261,9,10,4,4,9,3,8,8,1,9
68262,8,7,10,5,1,5,1,10,5,9
68263,9,8,1,3,4,10,1,10,5,10
68264,7,3,4,3,7,1,6,5,3,2
68265,4,8,1,4,9,10,4,5,3,10
68266,3,4,10,4,10,6,6,2,3,7
68267,5,5,5,5,2,5,4,10,3,8
68268,6,4,2,4,1,10,3,9,2,2
68332,3,1,8,1,3,6,8,5,5,3
68333,5,2,1,2,8,2,5,7,8,5
68334,8,1,3,1,8,2,2,3,3,7
68335,1,6,5,6,8,10,7,7,10,6
68336,8,7,7,9,8,7,1,3,1,9
68337,2,1,3,4,6,3,1,4,7,10
68338,5,5,6,6,6,9,8,10,10,8
68339,1,3,9,7,2,9,8,4,5,3
68340,5,6,8,10,3,9,4,4,1,1
68341,5,7,9,1,2,1,5,8,7,7
68342,3,7,3,2,7,8,7,8,6,6
68343,1,2,6,7,5,4,6,1,8,7
68344,1,6,3,1,2,3,3,5,8,2
68345,2,6,6,5,7,3,7,10,6,9
68346,8,8,1,8,4,7,4,5,1,10
68347,10,1,5,2,10,1,4,1,1,8
68348,1,5,1,6,4,2,9,3,4,4
68349,7,8,10,1,8,10,8,7,8,6
68350,6,2,5,2,9,5,1,1,1,6
68412,1,5,4,5,2,6,5,8,9,9
68413,8,9,8,10,2,3,1,2,1,3
68414,1,10,10,6,2,6,10,7,6,5
68415,8,9,4,5,4,1,6,1,2,8
68416,6,4,8,4,4,4,4,6,6,2
68417,5,1,7,2,4,7,1,3,1,1
68418,7,4,5,5,10,3,1,4,4,7
68419,3,9,7,3,5,10,1,10,7,8
68420,4,2,4,5,6,9,1,6,6,5
68421,1,1,3,2,10,4,10,2,10,5
68422,9,1,1,4,4,5,1,8,8,7
68423,6,1,9,3,4,2,6,2,5,1
68425,3,5,8,2,5,7,8,7,9,5
68426,1,9,9,4,4,4,8,6,10,8
68427,3,3,9,6,7,3,6,4,6,9
68428,10,1,10,7,4,9,2,7,10,3
68429,6,7,10,2,7,5,6,8,4,1
68430,9,5,4,6,10,2,1,7,10,5
68493,7,9,6,8,4,4,4,5,10,7
68494,6,9,2,5,10,1,7,1,6,1
68495,7,4,8,7,1,9,4,5,7,3
68496,7,8,6,6,5,8,7,10,1,7
68497,10,10,6,4,4,9,4,6,10,7
68498,6,8,1,7,9,10,7,8,3,2
68499,2,8,5,6,6,6,6,7,4,9
68500,5,9,1,6,9,1,10,1,5,4
68501,4,7,10,4,4,7,3,3,7,5
68502,6,3,10,5,9,3,2,2,9,9
68503,4,6,5,1,7,5,5,3,7,10
68504,5,1,2,10,10,1,1,2,2,1
68506,3,3,3,3,10,6,3,2,5,7
