HID,I001,I002,I003,I004,I005,I006,I007,I008,I009,I010
65905,7,6,4,5,6,7,6,7,5,2
65906,7,6,7,5,6,7,6,7,5,2
65907,7,6,7,5,6,2,6,7,5,9
65908,7,6,7,7,6,2,6,7,5,9
65909,7,6,3,7,6,2,6,7,6,9
65910,3,6,3,7,6,2,6,7,6,9
65911,3,6,3,7,6,2,6,7,6,9
65912,3,6,3,7,6,3,4,6,6,9
65913,3,6,3,7,6,3,4,6,6,9
65914,3,6,3,7,6,3,4,6,6,9
65915,3,6,3,7,9,3,4,1,6,9
65916,3,6,3,7,9,3,4,1,6,9
65979,4,6,10,2,1,1,10,3,9,2
65980,4,6,4,2,1,1,6,3,9,2
65981,10,6,4,2,6,1,6,3,9,2
65982,7,6,4,5,6,7,6,7,9,2
65983,7,6,4,5,6,7,6,7,5,2
65984,7,6,4,5,6,7,6,7,5,2
65985,7,6,4,5,6,7,6,7,5,2
65986,7,6,7,5,6,7,6,7,5,2
65987,7,6,7,5,6,2,6,7,5,9
65988,7,6,7,5,6,2,6,7,5,9
65989,7,6,3,7,6,2,6,7,6,9
65990,3,6,3,7,6,2,6,7,6,9
65991,3,6,3,7,6,2,6,7,6,9
65992,3,6,3,7,6,2,6,6,6,9
65993,3,6,3,7,6,3,4,6,6,9
65994,3,6,3,7,6,3,4,6,6,9
65995,3,6,3,7,9,3,4,1,6,9
65996,3,6,3,7,9,3,4,1,6,9
66060,4,6,10,2,1,1,10,3,9,2
66061,4,6,10,2,1,1,6,3,9,2
66062,4,6,4,2,1,1,6,3,9,2
66063,10,6,4,2,6,7,6,7,9,2
66064,7,6,4,5,6,7,6,7,9,2
66065,7,6,4,5,6,7,6,7,5,2
66066,7,6,4,5,6,7,6,7,5,2
66067,7,6,7,5,6,7,6,7,5,2
66068,7,6,7,5,6,2,6,7,5,2
66069,7,6,7,5,6,2,6,7,5,9
66070,7,6,7,7,6,2,6,7,5,9
66071,3,6,3,7,6,2,6,7,6,9
66072,3,6,3,7,6,2,6,7,6,9
66073,3,6,3,7,6,2,6,7,6,9
66074,3,6,3,7,6,3,4,6,6,9
66075,3,6,3,7,6,3,4,6,6,9
66076,3,6,3,7,6,3,4,6,6,9
66077,3,6,3,7,9,3,4,1,6,9
66142,4,6,10,2,1,1,6,3,9,2
66143,4,6,4,2,1,1,6,3,9,2
66144,10,6,4,2,6,7,6,3,9,2
66145,7,6,4,5,6,7,6,7,9,2
66146,7,6,4,5,6,7,6,7,5,2
66147,7,6,4,5,6,7,6,7,5,2
66148,7,6,7,5,6,7,6,7,5,2
66149,7,6,7,5,6,2,6,7,5,2
66150,7,6,7,5,6,2,6,7,5,9
66151,7,6,7,5,6,2,6,7,5,9
66152,3,6,7,7,6,2,6,7,5,9
66153,3,6,3,7,6,2,6,7,6,9
66154,3,6,3,7,6,2,6,7,6,9
66155,3,6,3,7,6,3,4,6,6,9
66156,3,6,3,7,6,3,4,6,6,9
66157,3,6,3,7,6,3,4,6,6,9
66158,3,6,3,7,9,3,4,1,6,9
66222,4,6,10,2,1,1,6,3,9,2
66223,4,6,4,2,1,1,6,3,9,2
66224,10,6,4,2,6,7,6,3,9,2
66225,10,6,4,2,6,7,6,7,9,2
66226,7,6,4,5,6,7,6,7,9,2
66227,7,6,4,5,6,7,6,7,5,2
66228,7,6,4,5,6,7,6,7,5,2
66229,7,6,7,5,6,7,6,7,5,2
66230,7,6,7,5,6,2,6,7,5,2
66231,7,6,7,5,6,2,6,7,5,9
66232,3,6,7,5,6,2,6,7,5,9
66233,3,6,3,7,6,2,6,7,6,9
66234,3,6,3,7,6,2,6,7,6,9
66235,3,6,3,7,6,3,4,7,6,9
66236,3,6,3,7,6,3,4,6,6,9
66237,3,6,3,7,6,3,4,6,6,9
66238,3,6,3,7,9,3,4,6,6,9
66304,4,6,4,2,1,1,6,7,9,2
66305,10,6,4,2,6,7,6,7,9,2
66306,10,6,4,2,6,7,6,3,9,2
66307,10,6,4,5,6,7,6,7,9,2
66308,7,6,4,5,6,7,6,7,9,2
66309,7,6,4,5,6,7,6,7,5,2
66310,7,6,7,5,6,7,6,7,5,2
66311,7,6,7,5,6,2,6,7,5,2
66312,7,6,7,5,6,2,6,7,5,9
66313,3,6,7,5,6,2,6,7,5,9
66314,3,6,3,7,6,2,6,7,5,9
66315,3,6,3,7,6,2,6,7,6,9
66316,3,6,3,7,6,3,4,7,6,9
66317,3,6,3,7,6,3,4,6,6,9
66318,3,6,3,7,6,3,4,6,6,9
66319,3,6,3,7,9,3,4,6,6,9
66385,4,6,10,2,1,1,6,7,9,2
66386,10,6,4,2,6,1,6,7,9,2
66387,10,6,4,2,6,7,6,7,9,2
66388,10,6,4,2,6,7,6,7,9,2
66389,10,6,4,5,6,7,6,7,9,2
66390,7,6,4,5,6,7,6,7,5,2
66391,7,6,7,5,6,7,6,7,5,2
66392,7,6,7,5,6,2,6,7,5,2
66393,7,6,7,5,6,2,6,7,5,9
66394,7,6,7,5,6,2,6,7,5,9
66395,3,6,7,5,6,2,6,7,5,9
66396,3,6,3,7,6,2,6,7,5,9
66397,3,6,3,7,6,2,6,7,6,9
66398,3,6,3,7,6,3,4,7,6,9
66399,3,6,3,7,6,3,4,6,6,9
66400,3,6,3,7,9,3,4,6,6,9
66466,10,6,4,2,6,1,6,7,9,2
66467,10,6,4,2,6,7,6,7,9,2
66468,10,6,4,2,6,7,6,7,9,2
66469,10,6,4,5,6,7,6,7,9,2
66470,10,6,4,5,6,7,6,7,9,2
66471,7,6,7,5,6,7,6,7,5,2
66472,7,6,7,5,6,2,6,7,5,2
66473,7,6,7,5,6,2,6,7,5,2
66474,7,6,7,5,6,2,6,7,5,9
66475,3,6,7,5,6,2,6,7,5,9
66476,3,6,3,7,6,2,6,7,5,9
66477,3,6,3,7,6,2,6,7,6,9
66478,3,6,3,7,6,3,4,7,6,9
66479,3,6,3,7,6,3,4,6,6,9
66480,3,6,3,7,9,3,4,6,6,9
66481,3,6,3,7,9,3,4,6,6,9
66547,4,6,10,2,1,1,6,7,9,2
66548,10,6,4,2,6,7,6,7,9,2
66549,10,6,4,2,6,7,6,7,9,2
66550,10,6,4,2,6,7,6,7,9,2
66551,10,6,4,5,6,7,6,7,9,2
66552,10,6,4,5,6,7,6,7,9,2
66553,7,6,7,5,6,2,6,7,5,2
66554,7,6,7,5,6,2,6,7,5,2
66555,7,6,7,5,6,2,6,7,5,9
66556,3,6,7,5,6,2,6,7,5,9
66557,3,6,3,5,6,2,6,7,5,9
66558,3,6,3,7,6,2,6,7,5,9
66559,3,6,3,7,6,3,4,7,6,9
66560,3,6,3,7,6,3,4,7,6,9
66561,3,6,3,7,9,3,4,6,6,9
66562,3,6,3,7,9,3,4,6,6,9
66628,4,6,10,2,1,1,6,3,9,2
66629,10,6,10,2,6,7,6,7,9,2
66630,10,6,4,2,6,7,6,7,9,2
66631,10,6,4,2,6,7,6,7,9,2
66632,10,6,4,5,6,7,6,7,9,2
66633,10,6,4,5,6,7,6,7,9,2
66634,7,6,7,5,6,7,6,7,5,2
66635,7,6,7,5,6,2,6,7,5,2
66636,7,6,7,5,6,2,6,7,5,9
66637,3,6,7,5,6,2,6,7,5,9
66638,3,6,3,5,6,2,6,7,5,9
66639,3,6,3,7,6,2,6,7,5,9
66640,3,6,3,7,6,2,4,7,6,9
66641,3,6,3,7,6,3,4,7,6,9
66642,3,6,3,7,9,3,4,6,6,9
66643,3,6,3,7,9,3,4,6,6,9
66644,3,6,3,7,9,3,4,6,6,9
66709,10,6,10,2,6,1,6,7,9,2
66710,10,6,10,2,6,7,6,7,9,2
66711,10,6,4,2,6,7,6,7,9,2
66712,10,6,4,2,6,7,6,7,9,2
66713,10,6,4,5,6,7,6,7,9,2
66714,10,6,7,5,6,7,6,7,9,2
66715,7,6,7,5,6,2,6,7,5,2
66716,7,6,7,5,6,2,6,7,5,2
66717,3,6,7,5,6,2,6,7,5,9
66718,3,6,7,5,6,2,6,7,5,9
66719,3,6,3,5,6,2,6,7,5,9
66720,3,6,3,7,6,2,4,7,5,9
66721,3,6,3,7,6,3,4,7,6,9
66722,3,6,3,7,6,3,4,6,6,9
66723,3,6,3,7,9,3,4,6,6,9
66724,3,6,3,7,9,3,4,6,6,9
66790,10,6,10,2,6,1,6,3,9,2
66791,10,6,10,2,6,7,6,7,9,2
66792,10,6,10,2,6,7,6,7,9,2
66793,10,6,4,2,6,7,6,7,9,2
66794,10,6,4,5,6,7,6,7,9,2
66795,10,6,7,5,6,7,6,7,9,2
66796,10,6,7,5,6,2,6,7,9,2
66797,7,6,7,5,6,2,6,7,5,2
66798,3,6,7,5,6,2,6,7,5,9
66799,3,6,7,5,6,2,6,7,5,9
66800,3,6,3,5,6,2,6,7,5,9
66801,3,6,3,7,6,2,4,7,5,9
66802,3,6,3,7,6,3,4,7,5,9
66803,3,6,3,7,6,3,4,7,6,9
66804,3,6,3,7,9,3,4,6,6,9
66805,3,6,3,7,9,3,4,6,6,9
66806,3,6,3,7,9,3,4,6,6,9
66872,10,6,10,2,6,7,6,7,9,2
66873,10,6,10,2,6,7,6,7,9,2
66874,10,6,10,2,6,7,6,7,9,2
66875,10,6,4,2,6,7,6,7,9,2
66876,10,6,4,5,6,7,6,7,9,2
66877,10,6,7,5,6,2,6,7,9,2
66878,10,6,7,5,6,2,6,7,5,2
66879,7,6,7,5,6,2,6,7,5,2
66880,3,6,7,5,6,2,6,7,5,9
66881,3,6,7,5,6,2,6,7,5,9
66882,3,6,3,5,6,2,4,7,5,9
66883,3,6,3,7,6,3,4,7,5,9
66884,3,6,3,7,6,3,4,7,6,9
66885,3,6,3,7,9,3,4,6,6,9
66886,3,6,3,7,9,3,4,6,6,9
66887,3,6,3,7,9,3,4,6,6,9
66953,10,6,10,2,6,7,6,7,9,2
66954,10,6,10,2,6,7,6,7,9,2
66955,10,6,10,2,6,7,6,7,9,2
66956,10,6,4,2,6,7,6,7,9,2
66957,10,6,7,5,6,7,6,7,9,2
66958,10,6,7,5,6,2,6,7,9,2
66959,10,6,7,5,6,2,6,7,5,2
66960,3,6,7,5,6,2,6,7,5,9
66961,3,6,7,5,6,2,6,7,5,9
66962,3,6,7,5,6,2,4,7,5,9
66963,3,6,3,7,6,3,4,7,5,9
66964,3,6,3,7,6,3,4,7,5,9
66965,3,6,3,7,9,3,4,7,6,9
66966,3,6,3,7,9,3,4,6,6,9
66967,3,6,3,7,9,3,4,6,6,9
67034,10,6,10,2,6,7,6,7,9,2
67035,10,6,10,2,6,7,6,7,9,2
67036,10,6,10,2,6,7,6,7,9,2
67037,10,6,10,2,6,7,6,7,9,2
67038,10,6,7,5,6,7,6,7,9,2
67039,10,6,7,5,6,2,6,7,9,2
67040,10,6,7,5,6,2,6,7,4,2
67041,3,6,7,5,6,2,6,7,5,9
67042,3,6,7,5,6,2,6,7,5,9
67043,3,6,7,5,6,2,4,7,5,9
67044,3,6,7,5,6,3,4,7,5,9
67045,3,6,3,7,6,3,4,7,5,9
67046,3,6,3,7,6,3,4,7,5,9
67047,3,6,3,7,9,3,4,6,6,9
67048,3,6,3,7,9,3,4,6,6,9
67116,10,6,10,2,6,7,6,7,9,2
67117,10,6,10,2,6,7,6,7,9,2
67118,10,6,10,2,6,7,6,7,9,2
67119,10,6,10,2,6,7,6,7,9,2
67120,10,6,7,5,6,2,6,7,9,2
67121,10,6,7,5,6,2,6,7,4,2
67122,3,6,7,5,6,2,6,9,5,2
67123,3,6,7,5,6,2,6,7,5,9
67124,3,6,7,5,6,2,4,7,5,9
67125,3,6,7,5,6,2,4,7,5,9
67126,3,6,7,5,6,3,4,7,5,9
67127,3,6,3,7,6,3,4,7,5,9
67128,3,6,3,7,9,3,4,7,6,9
67129,3,6,3,7,9,3,4,6,6,9
67130,3,6,3,7,9,3,4,6,6,9
67196,10,6,10,2,6,7,6,7,9,3
67197,10,6,10,2,6,7,6,7,9,3
67198,10,6,10,2,6,7,6,7,9,2
67199,10,6,10,2,6,7,6,7,9,2
67200,10,6,7,5,6,2,6,7,9,2
67201,10,6,7,5,6,2,6,7,4,2
67202,7,6,7,5,6,2,6,9,4,2
67203,3,6,7,5,6,2,6,9,5,9
67204,3,6,7,5,6,2,4,9,5,9
67205,3,6,7,5,6,2,4,9,5,9
67206,3,6,7,5,6,3,4,7,5,9
67207,3,6,3,7,6,3,4,7,5,9
67208,3,6,3,7,9,3,4,7,5,9
67209,3,6,3,7,9,3,4,6,6,9
67210,3,6,3,7,9,3,4,6,6,9
67278,10,6,10,2,6,7,6,7,9,3
67279,10,6,10,2,6,7,6,7,9,3
67280,10,6,10,2,6,7,6,7,9,2
67281,10,6,7,2,6,2,6,7,9,2
67282,10,6,7,5,6,2,6,7,4,2
67283,7,6,7,5,2,2,6,7,4,2
67284,3,6,7,5,6,2,6,9,4,9
67285,3,6,7,5,6,2,4,9,5,9
67286,3,6,7,5,6,2,4,9,5,9
67287,3,6,7,5,6,3,4,7,5,9
67288,3,6,7,5,6,3,4,7,5,9
67289,3,6,3,7,9,3,4,7,5,9
67290,3,6,3,7,9,3,4,7,5,9
67291,3,6,3,7,9,3,4,6,6,9
67359,10,6,10,2,6,7,6,7,9,3
67360,10,6,10,2,6,7,6,7,9,3
67361,10,6,10,2,6,7,6,7,9,3
67362,10,6,7,2,6,7,6,7,9,2
67363,10,6,7,5,6,2,6,7,4,2
67364,10,6,7,5,2,2,6,7,4,2
67365,7,6,7,5,2,2,6,9,4,2
67366,3,6,7,5,6,2,4,9,5,9
67367,3,6,7,5,6,2,4,9,5,9
67368,3,6,7,5,6,3,4,9,5,9
67369,3,6,7,5,6,3,4,7,5,9
67370,3,6,7,7,9,3,4,7,5,9
67371,3,6,3,7,9,3,4,7,5,9
67372,3,6,3,7,9,3,4,6,6,9
67373,3,6,3,7,9,3,4,6,6,9
67440,10,6,10,2,6,7,6,7,9,3
67441,10,6,10,2,6,7,6,7,9,3
67442,10,6,10,2,6,7,6,7,9,3
67443,10,6,7,2,6,2,6,7,4,2
67444,10,6,7,5,6,2,6,7,4,2
67445,7,6,7,5,2,2,6,7,4,2
67446,7,6,7,5,2,2,4,9,4,9
67447,3,6,7,5,6,2,4,9,5,9
67448,3,6,7,5,6,2,4,9,5,9
67449,3,6,7,5,6,3,4,7,5,9
67450,3,6,7,5,9,3,4,7,5,9
67451,3,6,7,7,9,3,4,7,5,9
67452,3,6,3,7,9,3,4,7,5,9
67453,3,6,3,7,9,3,4,6,6,9
67454,3,6,3,7,9,8,4,6,6,9
67521,10,6,10,2,6,7,6,7,9,3
67522,10,6,10,2,6,7,6,7,9,3
67523,10,6,10,2,6,7,6,7,4,3
67524,10,6,7,2,6,2,6,7,4,3
67525,10,6,7,5,6,2,6,7,4,2
67526,7,6,7,5,2,2,6,7,4,2
67527,7,6,7,5,2,2,6,9,4,2
67528,7,6,7,5,2,2,4,9,4,9
67529,3,6,7,5,6,2,4,9,5,9
67530,3,6,7,5,6,3,4,9,5,9
67531,3,6,7,5,6,3,4,7,5,9
67532,3,6,7,7,9,3,4,7,5,9
67533,3,6,7,7,9,3,4,7,5,9
67534,3,6,3,7,9,3,4,6,5,9
67535,3,6,3,7,9,8,4,6,6,9
67536,3,6,3,7,9,8,4,6,6,9
67603,10,6,10,2,6,7,6,7,9,3
67604,10,6,10,2,6,7,6,7,4,3
67605,10,6,7,2,6,2,6,7,4,3
67606,10,6,7,2,6,2,6,7,4,3
67607,7,6,7,5,2,2,6,7,4,2
67608,7,6,7,5,2,2,6,7,4,2
67609,7,6,7,5,2,2,6,9,4,9
67610,7,6,7,5,6,2,4,9,5,9
67611,3,6,7,5,6,3,4,9,5,9
67612,3,6,7,5,6,3,4,7,5,9
67613,3,6,7,5,9,3,4,7,5,9
67614,3,6,7,7,9,3,4,7,5,9
67615,3,6,3,7,9,3,4,7,5,9
67616,3,6,3,7,9,8,4,6,5,9
67617,3,6,3,7,9,8,4,6,6,9
67618,3,6,3,7,9,8,3,6,6,9
67683,10,6,10,2,6,7,6,7,9,3
67684,10,6,10,2,6,7,6,7,4,3
67685,10,6,7,2,6,7,6,7,4,3
67686,10,6,7,2,6,2,6,7,4,3
67687,7,6,7,2,2,2,6,7,4,7
67688,7,6,7,5,2,2,6,7,4,7
67689,7,6,7,5,2,2,6,9,4,9
67690,7,6,7,5,2,2,6,9,4,9
67691,3,6,7,5,6,3,4,9,5,9
67692,3,6,7,5,6,3,4,9,5,9
67693,3,6,7,5,9,3,4,7,5,9
67694,3,6,7,7,9,3,4,7,5,9
67695,3,6,3,7,9,3,4,7,5,9
67696,3,6,3,7,9,3,4,6,5,9
67697,3,6,3,7,9,8,4,6,6,9
67698,3,6,3,7,9,8,3,6,6,9
67699,3,6,2,7,9,8,3,6,6,9
67765,10,6,10,2,6,7,6,7,4,3
67766,10,6,10,2,6,7,6,7,4,3
67767,10,6,7,2,6,2,6,7,4,3
67768,7,6,7,2,2,2,6,7,4,3
67769,7,6,7,5,2,2,6,7,4,7
67770,7,6,7,5,2,2,6,7,4,7
67771,7,6,7,5,2,2,6,9,4,9
67772,7,6,7,5,2,3,4,9,4,9
67773,3,6,7,5,6,3,4,9,5,9
67774,3,6,7,5,9,3,4,7,5,9
67775,3,6,7,5,9,3,4,7,5,9
67776,3,6,3,7,9,3,4,7,5,9
67777,3,6,3,7,9,3,4,7,5,9
67778,3,6,3,7,9,8,4,6,5,9
67779,3,6,3,7,9,8,3,6,6,9
67780,3,6,3,7,9,8,3,6,6,9
67781,3,6,2,7,9,8,3,1,6,9
67846,10,6,10,2,6,7,6,7,4,3
67847,10,6,10,2,6,7,6,7,4,3
67848,10,6,7,2,6,2,6,7,4,3
67849,10,6,7,2,6,2,6,7,4,3
67850,7,6,7,2,2,2,6,7,4,7
67851,7,6,7,5,2,2,6,7,4,7
67852,7,6,7,5,2,2,6,9,4,7
67853,7,6,7,5,2,2,6,9,4,9
67854,7,6,7,5,2,3,4,9,5,9
67855,3,6,7,5,9,3,4,9,5,9
67856,3,6,7,8,9,3,4,7,5,9
67857,3,6,7,7,9,3,4,7,5,9
67858,3,6,3,7,9,3,4,7,5,9
67859,3,6,3,7,9,8,4,6,5,9
67860,3,6,3,7,9,8,4,6,5,9
67861,3,6,3,7,9,8,3,6,6,9
67862,3,6,2,7,9,8,3,6,6,9
67863,3,6,2,7,9,8,3,1,6,9
67927,10,5,10,2,6,7,6,7,4,3
67928,10,6,7,2,6,2,6,7,4,3
67929,10,6,7,2,6,2,6,7,4,3
67930,7,6,7,2,2,2,6,7,4,7
67931,7,6,7,5,2,2,6,7,4,7
67932,7,6,7,5,2,2,6,7,4,7
67933,7,6,7,5,2,2,6,9,4,7
67934,7,6,7,5,2,3,6,9,4,9
67935,7,6,7,8,9,3,4,9,5,9
67936,3,6,7,8,9,3,4,9,5,9
67937,3,6,7,8,9,3,4,9,5,9
67938,3,6,3,7,9,3,4,7,5,9
67939,3,6,3,7,9,3,4,9,5,9
67940,3,6,3,7,9,8,4,6,5,9
67941,3,6,3,7,9,8,3,6,6,9
67942,3,6,2,7,9,8,3,6,6,9
67943,3,6,2,7,9,8,3,1,6,9
68008,10,5,10,2,6,7,6,7,4,3
68009,10,5,10,2,6,7,6,7,4,3
68010,10,5,7,2,6,2,6,7,4,3
68011,7,5,7,2,2,2,6,7,4,3
68012,7,5,7,2,2,2,6,7,4,7
68013,7,5,7,5,2,2,6,7,4,7
68014,7,6,7,5,2,2,6,9,4,7
68015,7,6,7,5,2,3,6,9,4,7
68016,7,6,7,8,2,3,6,9,4,9
68017,3,6,7,8,9,3,4,9,5,9
68018,3,6,7,8,9,3,4,9,5,9
68019,3,6,3,8,9,3,4,9,5,9
68020,3,6,3,7,9,3,4,9,5,9
68021,3,6,3,7,9,8,4,6,5,9
68022,3,6,3,7,9,8,3,6,5,9
68023,3,6,3,7,9,8,3,6,6,9
68024,3,6,2,7,9,8,3,6,6,9
68025,3,6,2,7,9,8,3,1,6,9
68090,10,5,10,2,6,7,6,7,4,3
68091,10,5,7,2,6,2,6,7,4,3
68092,7,5,7,2,2,2,6,7,4,3
68093,7,5,7,2,2,2,6,7,4,7
68094,7,5,7,5,2,2,6,7,4,7
68095,7,5,7,5,2,2,6,7,4,7
68096,7,5,7,5,2,3,6,9,4,7
68097,7,5,7,5,2,3,6,9,4,7
68098,3,6,7,8,9,3,4,9,5,9
68099,3,6,7,8,9,3,4,9,5,9
68100,3,6,3,8,9,3,4,9,5,9
68101,3,6,3,7,9,3,4,9,5,9
68102,3,6,3,7,9,8,4,9,5,9
68103,3,6,3,7,9,8,3,6,5,9
68104,3,6,3,7,9,8,3,6,5,9
68105,3,6,2,7,9,8,3,6,6,9
68106,3,5,2,7,9,8,3,1,6,9
68170,10,5,10,2,6,7,6,7,4,3
68171,10,5,7,2,6,2,6,7,4,3
68172,7,5,7,2,2,2,6,7,4,3
68173,7,5,7,2,2,2,6,7,4,7
68174,7,5,7,2,2,2,6,7,4,7
68175,7,5,7,5,2,2,6,7,4,7
68176,7,5,7,5,2,2,6,9,4,7
68177,7,5,7,5,2,3,6,9,4,7
68178,3,5,7,8,9,3,6,9,4,7
68179,3,5,7,8,9,3,4,9,5,7
68180,3,5,7,8,9,3,4,9,5,9
68181,3,6,3,8,9,3,4,9,5,9
68182,3,6,3,7,9,8,4,9,5,9
68183,3,6,3,7,9,8,3,6,5,9
68184,3,5,3,7,9,8,3,6,5,9
68185,3,5,2,7,9,8,3,6,6,9
68186,3,5,2,7,9,8,3,1,6,9
68187,3,5,2,7,9,8,3,1,6,9
68251,10,5,10,2,6,7,6,3,4,3
68252,10,5,10,2,6,2,6,7,4,3
68253,10,5,7,2,6,2,6,7,4,3
68254,7,5,7,2,2,2,6,7,4,3
68255,7,5,7,2,2,2,6,7,4,7
68256,7,5,7,2,2,2,6,7,4,7
68257,7,5,7,5,2,2,6,7,4,7
68258,7,5,7,5,2,3,6,9,4,7
68259,3,5,7,5,9,3,6,9,4,7
68260,3,5,7,8,9,3,6,9,4,7
68261,3,5,7,8,9,3,4,9,5,7
68262,3,5,3,8,9,3,4,9,5,9
68263,3,6,3,7,9,3,4,9,5,9
68264,3,5,3,7,9,8,3,9,5,9
68265,3,5,3,7,9,8,3,6,5,9
68266,3,5,2,7,9,8,3,6,5,9
68267,3,5,2,7,9,8,3,6,6,9
68268,3,5,2,7,9,8,3,1,6,9
68332,10,5,10,2,6,7,6,3,9,3
68333,10,5,10,2,6,7,6,7,4,3
68334,10,5,7,2,6,2,6,7,4,3
68335,7,5,7,2,2,2,6,7,4,3
68336,7,5,7,2,2,2,6,7,4,7
68337,7,5,7,2,2,2,6,7,4,7
68338,7,5,7,5,2,2,6,7,4,7
68339,7,5,7,5,2,3,6,9,4,7
68340,3,5,7,5,9,3,6,9,4,7
68341,3,5,7,8,9,3,6,9,4,7
68342,3,5,7,8,9,3,6,9,5,7
68343,3,5,3,8,9,3,4,9,5,7
68344,3,5,3,8,9,3,4,9,5,9
68345,3,5,3,7,9,8,4,9,5,9
68346,3,5,3,7,9,8,3,6,5,9
68347,3,5,3,7,9,8,3,6,5,9
68348,3,5,2,7,9,8,3,6,5,9
68349,3,5,2,7,9,8,3,1,6,9
68350,3,5,2,7,9,8,3,1,6,9
68412,10,5,10,2,6,7,6,3,9,3
68413,10,5,10,2,6,7,6,3,4,3
68414,10,5,7,2,6,2,6,7,4,3
68415,7,5,7,2,2,2,6,7,4,3
68416,7,5,7,2,2,2,6,7,4,3
68417,7,5,7,2,2,2,6,7,4,7
68418,7,5,7,2,2,2,6,7,4,7
68419,7,5,7,5,2,3,6,7,4,7
68420,7,5,7,5,2,3,6,9,4,7
68421,3,5,7,5,9,3,6,9,4,7
68422,3,5,7,8,9,3,6,9,4,7
68423,3,5,3,8,9,3,4,9,5,7
68425,3,5,3,7,9,8,4,9,5,9
68426,3,5,3,7,9,8,3,9,5,9
68427,3,5,3,7,9,8,3,6,5,9
68428,3,5,2,7,9,8,3,6,5,9
68429,3,5,2,7,9,8,3,6,6,9
68430,3,5,2,7,9,8,3,1,6,9
68493,10,5,10,2,6,7,6,3,9,3
68494,10,5,10,2,6,7,6,3,9,3
68495,10,5,7,2,6,2,6,7,4,3
68496,7,5,7,2,2,2,6,7,4,3
68497,7,5,7,2,2,2,6,7,4,3
68498,7,5,7,2,2,2,6,7,4,7
68499,7,5,7,2,2,2,6,7,4,7
68500,7,5,7,5,2,2,6,7,4,7
68501,7,5,7,5,2,3,6,9,4,7
68502,3,5,7,5,9,3,6,9,4,7
68503,3,5,7,8,9,3,6,9,4,7
68504,3,5,7,8,9,3,6,9,4,7
68506,3,5,3,8,9,8,4,9,5,7
68507,3,5,3,7,9,8,3,9,5,9
68508,3,5,3,7,9,8,3,6,5,9
68509,3,5,2,7,9,8,3,6,5,9
68510,3,5,2,7,9,8,3,6,5,9
68511,3,5,2,7,9,8,3,6,6,9
68512,3,5,2,7,9,8,3,1,6,9
68575,10,5,10,2,6,7,6,3,9,3
68576,10,5,10,2,6,7,6,3,9,3
68577,7,5,7,2,2,2,6,7,4,3
68578,7,5,7,2,2,2,6,7,4,3
68579,7,5,7,2,2,2,6,7,4,7
68580,7,5,7,2,2,2,6,7,4,7
68581,7,5,7,2,2,2,6,7,4,7
68582,7,5,7,5,2,3,6,7,4,7
68583,3,5,7,5,9,3,6,9,4,7
68584,3,5,7,5,9,3,6,9,4,7
68585,3,5,7,8,9,3,6,9,4,7
68588,3,5,3,7,9,8,3,9,5,7
68589,3,5,3,7,9,8,3,9,5,9
68590,3,5,3,7,9,8,3,6,5,9
68591,3,5,2,7,9,8,3,6,5,9
68592,3,5,2,7,9,8,3,6,5,9
68593,3,5,2,7,9,8,3,1,6,9
68655,10,5,10,2,6,7,6,3,9,3
68656,10,5,10,2,6,7,6,3,9,3
68657,10,5,7,2,6,2,6,7,4,3
68658,7,5,7,2,2,2,6,7,4,3
68659,7,5,7,2,2,2,6,7,4,3
68660,7,5,7,2,2,2,6,7,4,7
68661,7,5,7,2,2,2,6,7,4,7
68662,7,5,7,5,2,3,6,7,4,7
68663,3,5,7,5,9,3,6,9,4,7
68664,3,5,7,5,9,3,6,9,4,7
68665,3,5,7,5,9,3,6,9,4,7
68668,3,5,3,8,9,8,3,9,5,7
68669,3,5,3,7,9,8,3,9,5,7
68670,3,5,3,7,9,8,3,6,5,7
68671,3,5,2,7,9,8,3,6,5,7
68672,3,5,2,7,9,8,3,6,5,9
68673,3,5,2,7,9,8,3,6,5,9
68674,3,5,2,7,9,8,3,1,6,9
68737,10,5,10,2,6,7,6,3,9,3
68738,10,5,7,2,6,2,6,3,9,3
68739,7,5,7,2,2,2,6,7,4,3
68740,7,5,7,2,2,2,6,7,4,3
68741,7,5,7,2,2,2,6,7,4,7
68742,7,5,7,2,2,2,6,9,4,7
68743,7,5,7,2,2,3,6,9,4,7
68744,3,5,7,5,9,3,6,7,4,7
68745,3,5,7,5,9,3,6,9,4,7
68746,3,5,7,5,9,3,6,9,4,7
68750,3,5,3,7,9,8,3,9,5,7
68751,3,5,3,7,9,8,3,9,5,7
68752,3,5,2,7,9,8,3,6,5,7
68753,3,5,2,7,9,8,3,6,5,7
68754,3,5,2,7,9,8,3,6,5,7
68755,3,5,2,7,9,8,3,1,6,9
68756,3,5,2,7,9,8,3,1,6,9
68818,10,5,10,2,6,7,6,3,9,3
68819,10,5,10,2,6,2,6,3,9,3
68820,7,5,7,2,2,2,6,3,9,3
68821,7,5,7,2,2,2,6,7,4,3
68822,7,5,7,2,2,2,6,7,4,3
68823,7,5,7,2,2,2,6,9,4,7
68824,7,5,7,2,2,2,6,9,4,7
68825,7,5,7,5,2,3,6,9,4,7
68826,3,5,7,5,9,3,6,9,4,7
68827,3,5,7,5,9,3,6,9,4,7
68828,3,5,7,5,9,3,6,9,4,7
